iteration,elapsed_s,period_ms,gello_read_ms,send_action_ms,work_ms,cycle_ms
0,0.0,,0.03892101813107729,1.844662008807063,1.8893100204877555,16.802716010715812
1,0.0168145929928869,16.8145929928869,0.11311599519103765,0.5631879903376102,0.6830589845776558,16.732370015233755
2,0.03355174796888605,16.737154975999147,0.06098498124629259,0.5502019776031375,0.6143909995444119,16.729955037590116
3,0.05028880701866001,16.73705904977396,0.0842189765535295,0.6521660252474248,0.7417799788527191,16.701007960364223
4,0.06699203996686265,16.70323294820264,0.04981196252629161,0.38053601747378707,0.4318560240790248,16.732217045500875
5,0.08372627396602184,16.734233999159187,0.026735011488199234,0.43366599129512906,0.461651012301445,16.72932005021721
6,0.100458015978802,16.73174201278016,0.02855400089174509,0.5037260125391185,0.533726008143276,16.72584400512278
7,0.11718798300717026,16.729967028368264,0.05932000931352377,0.5194699624553323,0.5820979713462293,16.73354598460719
8,0.1339232989703305,16.735315963160247,0.023393018636852503,0.5009989836253226,0.5256750155240297,16.726582020055503
9,0.15065767598571256,16.73437701538205,0.07413903949782252,0.563617970328778,0.6430729990825057,16.729447001125664
10,0.16738957702182233,16.731901036109775,0.031498027965426445,0.4298290004953742,0.46286097494885325,16.70688495505601
11,0.1841003309818916,16.71075396006927,0.04972296301275492,0.42953103547915816,0.48208003863692284,16.73001900780946
12,0.20083436201093718,16.734031029045582,0.0478859874419868,0.37862604949623346,0.42918301187455654,16.722564003430307
13,0.21756063599605113,16.72627398511395,0.048103975132107735,0.619709026068449,0.6705760024487972,16.735344019252807
14,0.23430078098317608,16.74014498712495,0.052870018407702446,0.515754974912852,0.57177001144737,16.727589012589306
15,0.25103230599779636,16.731525014620274,0.048900023102760315,0.41057198541238904,0.4621929838322103,16.733192023821175
16,0.2677693910081871,16.73708501039073,0.04950800212100148,0.32718799775466323,0.37944799987599254,16.74236700637266
17,0.2845214169938117,16.75202598562464,0.06324198329821229,0.645965978037566,0.7156049832701683,16.742852982133627
18,0.3012737039825879,16.752286988776177,0.0835779937915504,0.436389003880322,0.5262640188448131,16.71939401421696
19,0.3180024860193953,16.728782036807388,0.07091095903888345,0.395402021240443,0.47345797065645456,17.440476978663355
20,0.3354500099667348,17.447523947339505,0.08400302613154054,0.7412739796563983,0.8301800116896629,16.918229055590928
21,0.352372887020465,16.92287705373019,0.055773998610675335,0.7206929731182754,0.7795359706506133,16.776859993115067
22,0.3691615560092032,16.78866898873821,0.08645403431728482,0.6043559988029301,0.6988290115259588,16.820057993754745
23,0.3859863419784233,16.824785969220102,0.05592498928308487,0.6026640185154974,0.6618380430154502,16.818237025290728
24,0.4028095959802158,16.82325400179252,0.05589297506958246,0.6871630321256816,0.7461440400220454,16.82665600674227
25,0.4196415159967728,16.83192001655698,0.05689996760338545,0.7530490402132273,0.8131330250762403,16.82170300045982
26,0.4364680389990099,16.82652300223708,0.05633296677842736,0.6354590295813978,0.6950380047783256,16.824655991513282
27,0.4532975140027702,16.829475003760308,0.05664100171998143,1.1373660527169704,1.197007019072771,16.82227896526456
28,0.4701244980096817,16.826984006911516,0.056777033023536205,0.5679949535988271,0.6278039654716849,16.83158497326076
29,0.4869608209701255,16.836322960443795,0.05603197496384382,0.6073570111766458,0.6664430256932974,16.839592019096017
30,0.5038051909650676,16.8443699949421,0.056101998779922724,0.6206189864315093,0.6798290414735675,16.737819008994848
31,0.5205497660208493,16.744575055781752,0.07190601900219917,0.6899969885125756,0.766213983297348,16.705887974239886
32,0.5372619039844722,16.71213796362281,0.07229996845126152,0.4806060460396111,0.5571520305238664,16.816196031868458
33,0.5540832509868778,16.821347002405673,0.05744898226112127,0.852899975143373,0.9165059891529381,16.81896799709648
34,0.5709070930024609,16.823842015583068,0.05763000808656216,0.5666959914378822,0.6273919716477394,16.82655100012198
35,0.5877384829800576,16.8313899775967,0.056186981964856386,0.6586419767700136,0.7178939995355904,16.832908033393323
36,0.604576185985934,16.837703005876392,0.055751006584614515,0.5390659789554775,0.5978400004096329,16.823202022351325
37,0.6214042020146735,16.828016028739512,0.05736196180805564,0.6282129907049239,0.688637956045568,16.847532999236137
38,0.6382564170053229,16.852214990649372,0.05583802703768015,0.5615199916064739,0.6203189841471612,16.87005499843508
39,0.6551312619703822,16.87484496505931,0.05703500937670469,0.5774299497716129,0.6374799995683134,16.824469028506428
40,0.6719605490216054,16.82928705122322,0.056146993301808834,0.5682090413756669,0.6272569880820811,16.733448952436447
41,0.6887005789903924,16.740029968786985,0.07001101039350033,0.5129590281285346,0.5874860216863453,16.734384989831597
42,0.7054384460207075,16.7378670303151,0.050354981794953346,0.49738603411242366,0.5502959829755127,16.73006097553298
43,0.7221723889815621,16.73394296085462,0.0476469867862761,0.5694240098819137,0.6197710172273219,16.735161014366895
44,0.7389110379735939,16.738648992031813,0.04807801451534033,0.3639190108515322,0.41453202720731497,16.741706000175327
45,0.7556601180112921,16.74908003769815,0.06830500205978751,0.5443639820441604,0.6179229822009802,16.72954997047782
46,0.7723936309921555,16.733512980863452,0.048006942961364985,0.5087010213173926,0.5593959940597415,16.70266402652487
47,0.7891002440010197,16.706613008864224,0.049017020501196384,0.6616069586016238,0.7132989703677595,16.72963798046112
48,0.8058327389881015,16.732494987081736,0.06265699630603194,0.4018170293420553,0.4662640276364982,16.730157018173486
49,0.8225668820086867,16.73414302058518,0.05612202221527696,0.3452299861237407,0.4043579683639109,16.729163995478302
50,0.8392978960182518,16.731014009565115,0.023875036276876926,0.330788956489414,0.3558569587767124,16.727607988286763
51,0.8560279299854301,16.730033967178315,0.030959025025367737,0.3625479876063764,0.3947970108129084,16.818338015582412
52,0.8728510569781065,16.823126992676407,0.09415100794285536,0.664655992295593,0.7620159885846078,16.730102011933923
53,0.8895904769888148,16.739420010708272,0.08977699326351285,0.5609490326605737,0.6570540135726333,16.730232979170978
